File,Interaction,Gender,Duration,Emotion,Emotion_Id,Valence,Activation,Dominance
Ses01M_impro04_F018-3,improvised,Female,7.840000000000003,neutral,3,2.5000,3.5000,3.5000
Ses01M_impro04_F019-3,improvised,Female,4.0449999999999875,neutral,3,2.5000,3.0000,4.0000
Ses01M_impro04_F020-3,improvised,Female,2.3799999999999955,neutral,3,2.5000,3.0000,3.5000
Ses01M_impro04_F021-3,improvised,Female,2.8200000000000216,neutral,3,3.5000,2.5000,3.0000
Ses01M_impro04_F022-3,improvised,Female,6.650000000000006,neutral,3,3.0000,3.0000,3.5000
Ses01M_impro04_F023-3,improvised,Female,2.838499999999982,neutral,3,4.0000,3.5000,3.0000
Ses01M_impro04_F025-3,improvised,Female,3.240000000000009,neutral,3,3.0000,3.5000,3.0000
Ses01M_impro04_M014-0,improvised,Male,1.2800000000000011,angry,0,2.5000,2.5000,2.5000
Ses01M_impro04_M018-0,improvised,Male,7.739999999999981,angry,0,1.5000,5.0000,4.5000
Ses01M_impro04_M023-0,improvised,Male,6.302999999999997,angry,0,2.0000,4.5000,5.0000
Ses01M_impro04_M025-3,improvised,Male,1.527499999999975,neutral,3,4.5000,4.5000,1.0000
Ses01M_impro05_F000-3,improvised,Female,2.0513000000000003,neutral,3,3.0000,3.0000,3.0000
Ses01M_impro05_F001-3,improvised,Female,2.6500000000000004,neutral,3,3.0000,2.5000,3.5000
Ses01M_impro05_F002-3,improvised,Female,3.5275,neutral,3,3.0000,2.5000,3.5000
Ses01M_impro05_F003-3,improvised,Female,1.2899999999999991,neutral,3,3.0000,3.5000,2.5000
Ses01M_impro05_F004-3,improvised,Female,4.060000000000002,neutral,3,3.0000,3.0000,3.5000
Ses01M_impro05_F005-3,improvised,Female,2.8599999999999994,neutral,3,2.5000,2.5000,3.0000
Ses01M_impro05_F006-3,improvised,Female,2.7474999999999987,neutral,3,2.5000,2.5000,3.0000
Ses01M_impro05_F007-3,improvised,Female,2.797500000000003,neutral,3,2.5000,2.0000,3.0000
Ses01M_impro05_F011-3,improvised,Female,4.25,neutral,3,3.5000,3.0000,3.5000
Ses01M_impro05_F012-3,improvised,Female,2.3900000000000006,neutral,3,3.0000,3.5000,3.5000
Ses01M_impro05_F013-3,improvised,Female,2.532499999999999,neutral,3,3.0000,2.5000,3.5000
Ses01M_impro05_F014-3,improvised,Female,1.7299999999999969,neutral,3,3.0000,2.5000,3.0000
Ses01M_impro05_F015-3,improvised,Female,6.000000000000007,neutral,3,2.5000,3.5000,4.0000
Ses01M_impro05_F016-3,improvised,Female,5.739999999999995,neutral,3,2.5000,3.0000,4.0000
Ses01M_impro05_F017-3,improvised,Female,8.829999999999998,neutral,3,2.5000,3.0000,3.0000
Ses01M_impro05_F018-3,improvised,Female,2.6200000000000045,neutral,3,3.0000,3.0000,3.5000
Ses01M_impro05_F019-3,improvised,Female,3.25,neutral,3,2.0000,4.0000,4.0000
Ses01M_impro05_F020-3,improvised,Female,6.259999999999991,neutral,3,3.5000,3.5000,4.0000
Ses01M_impro05_F021-3,improvised,Female,1.2800000000000011,neutral,3,3.0000,2.5000,3.0000
Ses01M_impro05_F022-3,improvised,Female,1.480000000000004,neutral,3,3.0000,2.5000,3.0000
Ses01M_impro05_F023-3,improvised,Female,1.6075000000000017,neutral,3,3.0000,2.5000,3.0000
Ses01M_impro05_F024-3,improvised,Female,1.9299999999999926,neutral,3,3.0000,3.0000,3.5000
Ses01M_impro05_F025-3,improvised,Female,4.590000000000003,neutral,3,3.0000,3.0000,3.0000
Ses01M_impro05_F026-3,improvised,Female,3.039999999999992,neutral,3,3.0000,2.0000,3.0000
Ses01M_impro05_F027-3,improvised,Female,1.4699999999999989,neutral,3,3.0000,2.5000,2.5000
Ses01M_impro05_F028-3,improvised,Female,2.039999999999992,neutral,3,2.5000,2.0000,3.0000
Ses01M_impro05_F029-3,improvised,Female,1.7199999999999989,neutral,3,2.5000,2.5000,2.5000
Ses01M_impro05_F030-3,improvised,Female,2.0600000000000023,neutral,3,2.5000,2.5000,3.5000
Ses01M_impro05_F031-3,improvised,Female,1.25,neutral,3,2.5000,3.0000,2.5000
Ses01M_impro05_F032-3,improvised,Female,2.4099999999999966,neutral,3,2.0000,2.5000,3.5000
Ses01M_impro05_F033-3,improvised,Female,1.2299999999999898,neutral,3,3.0000,2.5000,3.0000
Ses01M_impro05_F034-3,improvised,Female,5.3700000000000045,neutral,3,2.0000,3.5000,3.5000
Ses01M_impro05_M004-0,improvised,Male,4.887699999999999,angry,0,1.5000,4.0000,4.5000
Ses01M_impro05_M005-0,improvised,Male,3.049999999999997,angry,0,1.0000,4.5000,5.0000
Ses01M_impro05_M006-0,improvised,Male,2.8200000000000003,angry,0,1.0000,4.5000,5.0000
Ses01M_impro05_M007-0,improvised,Male,3.7549999999999955,angry,0,1.0000,4.5000,4.5000
Ses01M_impro05_M008-0,improvised,Male,3.1850000000000023,angry,0,1.0000,4.0000,5.0000
Ses01M_impro05_M015-3,improvised,Male,2.069999999999993,neutral,3,2.5000,2.0000,3.0000
Ses01M_impro05_M020-0,improvised,Male,2.5012000000000114,angry,0,2.0000,3.0000,3.5000
Ses01M_impro05_M021-0,improvised,Male,5.849999999999994,angry,0,1.5000,4.0000,4.5000
Ses01M_impro05_M022-0,improvised,Male,5.829999999999984,angry,0,1.5000,4.0000,4.5000
Ses01M_impro05_M023-0,improvised,Male,6.509999999999991,angry,0,1.0000,3.5000,5.0000
Ses01M_impro05_M024-0,improvised,Male,3.5,angry,0,1.5000,4.0000,4.5000
Ses01M_impro05_M025-0,improvised,Male,6.989999999999981,angry,0,2.0000,4.5000,4.0000
Ses01M_impro05_M026-0,improvised,Male,6.719999999999999,angry,0,1.5000,5.0000,4.5000
Ses01M_impro05_M027-0,improvised,Male,6.1825000000000045,angry,0,1.5000,4.0000,4.0000
Ses01M_impro05_M028-0,improvised,Male,5.324999999999989,angry,0,1.5000,4.5000,4.5000
Ses01M_impro05_M031-0,improvised,Male,2.427500000000009,angry,0,1.0000,5.0000,4.5000
Ses01M_impro06_F000-3,improvised,Female,2.5845000000000002,neutral,3,3.0000,2.5000,2.0000
Ses01M_impro06_F001-3,improvised,Female,3.1274999999999977,neutral,3,3.0000,2.0000,2.5000
Ses01M_impro06_F002-3,improvised,Female,2.3200000000000003,neutral,3,3.0000,2.0000,2.5000
Ses01M_impro06_F003-2,improvised,Female,2.7900000000000063,sad,2,2.5000,2.0000,2.5000
Ses01M_impro06_F004-2,improvised,Female,2.8430000000000035,sad,2,2.5000,2.0000,2.0000
Ses01M_impro06_F005-2,improvised,Female,2.065399999999997,sad,2,2.5000,2.0000,3.5000
Ses01M_impro06_F006-2,improvised,Female,2.528400000000005,sad,2,3.0000,2.0000,2.5000
Ses01M_impro06_F007-3,improvised,Female,2.213799999999992,neutral,3,3.0000,2.0000,3.0000
Ses01M_impro06_F008-3,improvised,Female,1.8999999999999915,neutral,3,2.5000,2.0000,2.5000
Ses01M_impro06_F009-3,improvised,Female,3.969999999999999,neutral,3,2.5000,3.0000,3.0000
Ses01M_impro06_F010-3,improvised,Female,4.367500000000007,neutral,3,2.5000,3.0000,3.0000
Ses01M_impro06_F011-3,improvised,Female,1.5400000000000063,neutral,3,2.5000,2.0000,2.5000
Ses01M_impro06_F012-3,improvised,Female,1.3625000000000114,neutral,3,2.5000,2.5000,2.5000
Ses01M_impro06_F013-3,improvised,Female,2.950000000000003,neutral,3,2.5000,3.0000,3.0000
Ses01M_impro06_F014-3,improvised,Female,1.3725000000000023,neutral,3,3.0000,2.5000,2.5000
Ses01M_impro06_F015-3,improvised,Female,1.2175000000000011,neutral,3,3.0000,2.5000,2.5000
Ses01M_impro06_F016-3,improvised,Female,1.8400000000000034,neutral,3,3.0000,2.0000,2.5000
Ses01M_impro06_F017-3,improvised,Female,2.4450000000000216,neutral,3,2.5000,3.0000,3.0000
Ses01M_impro06_F018-3,improvised,Female,2.3400000000000034,neutral,3,2.5000,3.0000,3.0000
Ses01M_impro06_F019-3,improvised,Female,4.1924999999999955,neutral,3,3.0000,2.5000,3.0000
Ses01M_impro06_F020-3,improvised,Female,3.0594000000000108,neutral,3,2.5000,2.5000,3.5000
Ses01M_impro06_F021-3,improvised,Female,2.004700000000014,neutral,3,2.5000,2.0000,2.5000
Ses01M_impro06_F022-3,improvised,Female,1.9499999999999886,neutral,3,2.5000,2.0000,2.5000
Ses01M_impro06_F023-3,improvised,Female,1.990000000000009,neutral,3,3.0000,2.0000,2.5000
Ses01M_impro06_F024-3,improvised,Female,2.7923999999999864,neutral,3,3.0000,2.0000,3.0000
Ses01M_impro06_F025-3,improvised,Female,1.8571000000000026,neutral,3,2.5000,2.0000,2.5000
Ses01M_impro06_F026-3,improvised,Female,2.971400000000017,neutral,3,3.0000,3.0000,3.0000
Ses01M_impro06_F027-3,improvised,Female,2.109999999999985,neutral,3,3.0000,2.0000,2.5000
Ses01M_impro06_F028-3,improvised,Female,3.5922999999999945,neutral,3,3.0000,2.0000,2.5000
Ses01M_impro06_M000-2,improvised,Male,4.046700000000001,sad,2,3.0000,2.5000,2.0000
Ses01M_impro06_M001-2,improvised,Male,3.709199999999999,sad,2,3.0000,2.0000,3.0000
Ses01M_impro06_M002-2,improvised,Male,4.3018,sad,2,2.5000,2.0000,2.0000
Ses01M_impro06_M003-2,improvised,Male,3.599999999999998,sad,2,2.5000,2.5000,2.5000
Ses01M_impro06_M004-2,improvised,Male,3.8900000000000006,sad,2,2.0000,3.0000,3.5000
Ses01M_impro06_M005-2,improvised,Male,3.4624999999999986,sad,2,2.0000,2.5000,3.0000
Ses01M_impro06_M006-2,improvised,Male,15.580000000000005,sad,2,1.5000,2.5000,3.5000
Ses01M_impro06_M007-2,improvised,Male,3.999999999999993,sad,2,2.0000,2.0000,2.5000
Ses01M_impro06_M008-2,improvised,Male,4.26809999999999,sad,2,2.0000,2.0000,3.0000
Ses01M_impro06_M009-2,improvised,Male,3.370500000000007,sad,2,1.5000,2.5000,2.5000
Ses01M_impro06_M010-2,improvised,Male,3.4813999999999936,sad,2,1.5000,3.0000,3.0000
Ses01M_impro06_M011-2,improvised,Male,6.594999999999999,sad,2,2.0000,2.5000,3.0000
Ses01M_impro06_M012-2,improvised,Male,1.457099999999997,sad,2,3.0000,2.0000,2.5000
Ses01M_impro06_M013-2,improvised,Male,5.132499999999993,sad,2,2.5000,3.0000,3.0000
Ses01M_impro06_M014-2,improvised,Male,3.319999999999993,sad,2,2.5000,3.0000,3.5000
Ses01M_impro06_M015-2,improvised,Male,5.019999999999996,sad,2,2.5000,3.0000,3.0000
Ses01M_impro06_M016-2,improvised,Male,2.262500000000003,sad,2,2.5000,2.5000,3.0000
Ses01M_impro06_M017-2,improvised,Male,23.73999999999998,sad,2,1.5000,3.0000,4.5000
Ses01M_impro06_M018-2,improvised,Male,3.8799999999999955,sad,2,2.5000,2.0000,3.0000
Ses01M_impro06_M019-2,improvised,Male,2.8499999999999943,sad,2,2.0000,2.5000,3.0000
Ses01M_impro06_M020-2,improvised,Male,1.3900000000000148,sad,2,3.0000,2.5000,2.0000
Ses01M_impro06_M021-2,improvised,Male,2.130000000000024,sad,2,2.0000,2.0000,3.5000
Ses01M_impro06_M022-2,improvised,Male,3.0523000000000025,sad,2,2.5000,2.0000,3.0000
Ses01M_impro06_M023-2,improvised,Male,2.9527000000000214,sad,2,2.5000,2.0000,3.5000
Ses01M_impro06_M024-2,improvised,Male,4.3799999999999955,sad,2,1.5000,3.0000,3.5000
Ses01M_impro06_M025-2,improvised,Male,1.3400000000000034,sad,2,3.0000,2.0000,2.5000
Ses01M_impro06_M026-2,improvised,Male,2.9221000000000004,sad,2,2.5000,3.0000,3.5000
Ses01M_impro06_M027-2,improvised,Male,2.009999999999991,sad,2,2.5000,2.0000,2.5000
Ses01M_impro06_M028-2,improvised,Male,4.35929999999999,sad,2,3.5000,2.5000,4.0000
Ses01M_impro06_M029-2,improvised,Male,2.1899999999999977,sad,2,2.0000,2.5000,3.0000
Ses01M_impro06_M030-2,improvised,Male,6.719999999999999,sad,2,1.5000,3.0000,4.5000
Ses01M_impro07_F000-3,improvised,Female,0.9400000000000004,neutral,3,4.0000,2.0000,2.5000
Ses01M_impro07_F001-1,improvised,Female,7.170000000000002,happy,1,4.5000,4.0000,3.0000
Ses01M_impro07_F003-1,improvised,Female,2.75,happy,1,3.5000,3.0000,3.0000
Ses01M_impro07_F004-1,improvised,Female,2.7699999999999996,happy,1,4.0000,3.5000,3.0000
Ses01M_impro07_F005-1,improvised,Female,3.5500000000000043,happy,1,4.5000,4.0000,3.0000
Ses01M_impro07_F006-1,improvised,Female,4.702500000000001,happy,1,3.5000,3.5000,3.0000
Ses01M_impro07_F007-1,improvised,Female,4.137499999999996,happy,1,3.5000,2.5000,3.0000
Ses01M_impro07_F008-1,improvised,Female,2.460000000000001,happy,1,4.0000,2.5000,3.0000
Ses01M_impro07_F009-1,improvised,Female,4.996200000000002,happy,1,4.0000,2.5000,3.5000
Ses01M_impro07_F010-3,improvised,Female,1.4299999999999997,neutral,3,3.0000,2.0000,2.0000
Ses01M_impro07_F011-1,improvised,Female,5.959999999999994,happy,1,3.0000,2.5000,2.5000
Ses01M_impro07_F012-3,improvised,Female,3.7099999999999937,neutral,3,4.0000,3.0000,2.5000
Ses01M_impro07_F013-1,improvised,Female,3.3900000000000006,happy,1,3.5000,2.5000,2.5000
Ses01M_impro07_F014-1,improvised,Female,11.267499999999998,happy,1,4.0000,3.0000,3.0000
Ses01M_impro07_F015-1,improvised,Female,3.9975000000000023,happy,1,4.0000,2.5000,2.5000
Ses01M_impro07_F016-1,improvised,Female,6.239999999999995,happy,1,4.0000,3.0000,2.5000
Ses01M_impro07_F018-1,improvised,Female,4.75,happy,1,3.5000,3.0000,2.5000
Ses01M_impro07_F020-3,improvised,Female,4.099999999999994,neutral,3,3.0000,2.5000,2.5000
Ses01M_impro07_F021-1,improvised,Female,7.262499999999989,happy,1,3.5000,3.0000,2.5000
Ses01M_impro07_F022-1,improvised,Female,5.259999999999991,happy,1,4.0000,3.5000,3.5000
Ses01M_impro07_F023-1,improvised,Female,2.730000000000018,happy,1,4.0000,3.0000,2.5000
Ses01M_impro07_F024-1,improvised,Female,2.4950000000000045,happy,1,3.5000,3.0000,2.5000
Ses01M_impro07_F025-1,improvised,Female,3.6049999999999898,happy,1,4.0000,3.5000,2.5000
Ses01M_impro07_F026-1,improvised,Female,5.2099999999999795,happy,1,4.0000,4.0000,3.5000
Ses01M_impro07_F027-1,improvised,Female,11.620000000000005,happy,1,4.5000,4.0000,3.0000
Ses01M_impro07_F033-1,improvised,Female,2.3500000000000227,happy,1,3.0000,3.0000,3.0000
Ses01M_impro07_F034-1,improvised,Female,10.307500000000005,happy,1,4.0000,3.5000,3.5000
Ses01M_impro07_M000-1,improvised,Male,5.2988,happy,1,4.0000,4.0000,3.0000
Ses01M_impro07_M001-1,improvised,Male,6.529999999999999,happy,1,4.0000,3.0000,3.0000
Ses01M_impro07_M002-1,improvised,Male,5.130000000000003,happy,1,5.0000,3.5000,4.0000
Ses01M_impro07_M003-1,improvised,Male,13.46,happy,1,4.0000,4.0000,3.0000
Ses01M_impro07_M004-1,improvised,Male,3.8999999999999986,happy,1,4.5000,3.5000,2.5000
Ses01M_impro07_M005-1,improvised,Male,9.5,happy,1,4.0000,4.0000,3.0000
Ses01M_impro07_M006-1,improvised,Male,4.130000000000003,happy,1,4.0000,3.0000,2.0000
Ses01M_impro07_M007-1,improvised,Male,1.6799999999999997,happy,1,4.0000,4.0000,2.5000
Ses01M_impro07_M008-1,improvised,Male,4.82,happy,1,4.0000,3.0000,2.5000
Ses01M_impro07_M009-1,improvised,Male,1.9699999999999989,happy,1,3.0000,2.5000,2.5000
Ses01M_impro07_M010-1,improvised,Male,12.5017,happy,1,3.5000,3.0000,3.0000
Ses01M_impro07_M011-1,improvised,Male,3.1374999999999886,happy,1,4.0000,3.0000,2.5000
Ses01M_impro07_M013-1,improvised,Male,11.689999999999998,happy,1,3.5000,2.5000,2.5000
Ses01M_impro07_M017-1,improvised,Male,2.670000000000016,happy,1,4.0000,3.5000,2.5000
Ses01M_impro07_M018-1,improvised,Male,5.704999999999984,happy,1,3.5000,3.5000,3.0000
Ses01M_impro07_M019-1,improvised,Male,1.3400000000000034,happy,1,3.5000,2.5000,2.5000
Ses01M_impro07_M020-3,improvised,Male,3.8600000000000136,neutral,3,3.5000,2.5000,2.5000
Ses01M_impro07_M024-1,improvised,Male,4.460000000000008,happy,1,4.0000,3.0000,3.0000
Ses01M_impro07_M026-3,improvised,Male,2.9025000000000034,neutral,3,2.5000,3.0000,2.5000
Ses01M_impro07_M030-3,improvised,Male,2.030000000000001,neutral,3,3.0000,2.5000,1.5000
Ses01M_impro07_M032-1,improvised,Male,3.480000000000018,happy,1,4.0000,3.0000,2.5000
Ses01M_impro07_M033-1,improvised,Male,1.789999999999992,happy,1,3.5000,2.5000,1.5000
Ses01M_script01_1_F004-2,scripted,Female,2.3633000000000024,sad,2,2.0000,2.0000,2.0000
Ses01M_script01_1_F005-2,scripted,Female,3.113599999999998,sad,2,2.3333,1.6667,2.3333
Ses01M_script01_1_F006-2,scripted,Female,2.2131999999999934,sad,2,2.0000,2.3333,1.6667
Ses01M_script01_1_F008-0,scripted,Female,5.0083000000000055,angry,0,2.3333,2.3333,2.6667
Ses01M_script01_1_F011-0,scripted,Female,3.4140999999999906,angry,0,2.3333,3.3333,3.3333
Ses01M_script01_1_F014-0,scripted,Female,6.283300000000011,angry,0,1.6667,3.3333,4.0000
Ses01M_script01_1_F015-0,scripted,Female,11.305000000000007,angry,0,2.0000,3.3333,4.3333
Ses01M_script01_1_F016-0,scripted,Female,6.869999999999976,angry,0,1.6667,4.3333,4.3333
Ses01M_script01_1_F017-0,scripted,Female,2.0374999999999943,angry,0,2.0000,2.3333,2.6667
Ses01M_script01_1_F020-0,scripted,Female,3.6699999999999875,angry,0,1.6667,3.6667,4.0000
Ses01M_script01_1_F023-0,scripted,Female,7.736199999999997,angry,0,1.6667,3.6667,4.3333
Ses01M_script01_1_F024-0,scripted,Female,13.050000000000011,angry,0,1.6667,4.3333,4.3333
Ses01M_script01_1_F025-3,scripted,Female,3.6299999999999955,neutral,3,3.3333,2.6667,3.0000
Ses01M_script01_1_F026-3,scripted,Female,3.976300000000009,neutral,3,3.0000,2.3333,3.0000
Ses01M_script01_1_F029-0,scripted,Female,3.109999999999957,angry,0,2.3333,2.6667,3.3333
Ses01M_script01_1_F030-0,scripted,Female,7.939999999999998,angry,0,1.6667,4.0000,4.0000
Ses01M_script01_1_F031-2,scripted,Female,9.170000000000016,sad,2,2.0000,2.6667,3.3333
Ses01M_script01_1_F032-0,scripted,Female,6.569999999999993,angry,0,2.0000,3.0000,4.0000
Ses01M_script01_1_F035-0,scripted,Female,3.377400000000023,angry,0,2.6667,3.6667,3.6667
Ses01M_script01_1_F036-0,scripted,Female,5.775000000000034,angry,0,1.3333,4.3333,4.3333
Ses01M_script01_1_F037-0,scripted,Female,3.409999999999968,angry,0,2.0000,3.3333,4.3333
Ses01M_script01_1_F039-0,scripted,Female,2.9225000000000136,angry,0,1.6667,3.0000,4.0000
Ses01M_script01_1_F040-0,scripted,Female,11.862500000000011,angry,0,1.0000,4.3333,4.3333
Ses01M_script01_1_F041-0,scripted,Female,2.8600000000000136,angry,0,1.6667,4.3333,4.0000
Ses01M_script01_1_F042-0,scripted,Female,3.86099999999999,angry,0,2.0000,3.3333,2.6667
Ses01M_script01_1_F043-0,scripted,Female,3.1510999999999854,angry,0,3.0000,2.0000,2.3333
Ses01M_script01_1_M000-3,scripted,Male,3.321300000000001,neutral,3,2.6667,2.0000,2.0000
Ses01M_script01_1_M002-3,scripted,Male,6.135000000000002,neutral,3,2.3333,2.3333,1.6667
Ses01M_script01_1_M003-2,scripted,Male,6.340000000000003,sad,2,2.0000,2.3333,1.6667
Ses01M_script01_1_M004-2,scripted,Male,4.969999999999999,sad,2,2.0000,2.0000,2.3333
Ses01M_script01_1_M005-2,scripted,Male,5.119999999999997,sad,2,2.0000,2.6667,2.3333
Ses01M_script01_1_M006-2,scripted,Male,2.0064000000000064,sad,2,2.3333,2.3333,1.6667
Ses01M_script01_1_M007-2,scripted,Male,2.926000000000002,sad,2,3.0000,2.3333,2.0000
Ses01M_script01_1_M017-3,scripted,Male,3.6799999999999784,neutral,3,3.0000,3.0000,3.3333
Ses01M_script01_1_M020-0,scripted,Male,12.428899999999999,angry,0,1.6667,4.0000,4.3333
Ses01M_script01_1_M021-0,scripted,Male,3.0500000000000114,angry,0,2.3333,3.3333,4.3333
Ses01M_script01_1_M023-0,scripted,Male,2.3499999999999943,angry,0,1.3333,4.6667,4.3333
Ses01M_script01_1_M024-2,scripted,Male,3.614599999999996,sad,2,2.6667,3.0000,2.3333
Ses01M_script01_1_M034-0,scripted,Male,4.300000000000011,angry,0,2.6667,2.6667,3.0000
Ses01M_script01_1_M035-0,scripted,Male,11.189999999999998,angry,0,2.0000,4.0000,4.6667
Ses01M_script01_1_M037-3,scripted,Male,2.9499999999999886,neutral,3,2.3333,2.3333,2.6667
Ses01M_script01_1_M038-2,scripted,Male,2.680000000000007,sad,2,2.0000,2.6667,2.6667
Ses01M_script01_1_M040-2,scripted,Male,2.152499999999975,sad,2,2.6667,2.3333,3.0000
Ses01M_script01_1_M041-0,scripted,Male,2.6499999999999773,angry,0,2.6667,3.0000,3.6667
Ses01M_script01_1_M042-2,scripted,Male,4.689099999999996,sad,2,3.0000,2.0000,3.3333
Ses01M_script01_2_F000-0,scripted,Female,2.8436999999999992,angry,0,2.5000,2.5000,3.0000
Ses01M_script01_2_F001-0,scripted,Female,4.540000000000001,angry,0,2.5000,2.0000,3.0000
Ses01M_script01_2_F004-0,scripted,Female,3.520000000000003,angry,0,1.5000,4.0000,4.0000
Ses01M_script01_2_F005-0,scripted,Female,8.440000000000005,angry,0,1.5000,4.5000,5.0000
Ses01M_script01_2_F009-0,scripted,Female,13.614999999999995,angry,0,2.0000,4.5000,4.5000
Ses01M_script01_2_F011-0,scripted,Female,10.319100000000006,angry,0,1.5000,4.5000,5.0000
Ses01M_script01_2_F012-0,scripted,Female,8.98999999999998,angry,0,1.5000,3.5000,4.5000
Ses01M_script01_2_F013-0,scripted,Female,4.650000000000006,angry,0,1.0000,3.5000,4.5000
Ses01M_script01_2_M000-3,scripted,Male,4.5006,neutral,3,3.0000,4.0000,2.5000
Ses01M_script01_2_M001-3,scripted,Male,7.169999999999998,neutral,3,3.0000,3.5000,2.5000
Ses01M_script01_2_M007-3,scripted,Male,2.5200000000000102,neutral,3,3.0000,2.0000,2.5000
Ses01M_script01_2_M015-0,scripted,Male,4.58250000000001,angry,0,1.5000,4.0000,4.0000
Ses01M_script01_2_M016-0,scripted,Male,5.22999999999999,angry,0,2.0000,2.5000,4.0000
Ses01M_script01_2_M017-0,scripted,Male,4.050000000000011,angry,0,1.5000,3.0000,4.5000
Ses01M_script01_3_F000-3,scripted,Female,3.652100000000001,neutral,3,4.0000,2.0000,2.5000
Ses01M_script01_3_F001-3,scripted,Female,5.458799999999998,neutral,3,4.0000,2.0000,2.5000
Ses01M_script01_3_F003-2,scripted,Female,8.094500000000004,sad,2,4.0000,1.5000,2.5000
Ses01M_script01_3_F004-3,scripted,Female,3.7324999999999946,neutral,3,3.5000,2.0000,2.5000
Ses01M_script01_3_F005-2,scripted,Female,5.4831999999999965,sad,2,3.5000,2.0000,2.0000
Ses01M_script01_3_F006-2,scripted,Female,5.449999999999996,sad,2,3.0000,2.0000,2.0000
Ses01M_script01_3_F008-3,scripted,Female,4.640000000000001,neutral,3,3.5000,2.0000,2.5000
Ses01M_script01_3_F012-3,scripted,Female,3.3700000000000045,neutral,3,3.5000,2.0000,2.0000
Ses01M_script01_3_F014-1,scripted,Female,2.0,happy,1,4.5000,2.0000,2.5000
Ses01M_script01_3_F015-1,scripted,Female,8.5,happy,1,4.5000,3.5000,3.5000
Ses01M_script01_3_F016-1,scripted,Female,6.7050000000000125,happy,1,4.5000,3.0000,2.5000
Ses01M_script01_3_F018-2,scripted,Female,2.2822999999999922,sad,2,2.5000,1.5000,1.5000
Ses01M_script01_3_F019-2,scripted,Female,3.844999999999999,sad,2,3.0000,3.0000,2.0000
Ses01M_script01_3_F021-2,scripted,Female,3.0297999999999945,sad,2,2.5000,1.5000,2.5000
Ses01M_script01_3_F022-2,scripted,Female,3.508299999999963,sad,2,2.5000,1.5000,2.5000
Ses01M_script01_3_F023-2,scripted,Female,2.159999999999968,sad,2,2.5000,2.0000,1.5000
Ses01M_script01_3_F024-2,scripted,Female,2.829999999999984,sad,2,2.5000,1.5000,2.0000
Ses01M_script01_3_F025-2,scripted,Female,3.2112999999999943,sad,2,2.0000,1.5000,2.0000
Ses01M_script01_3_F026-2,scripted,Female,3.480000000000018,sad,2,2.5000,2.0000,2.0000
Ses01M_script01_3_F030-1,scripted,Female,3.172499999999957,happy,1,4.0000,2.0000,2.0000
Ses01M_script01_3_M000-1,scripted,Male,3.268600000000001,happy,1,4.0000,2.0000,1.5000
Ses01M_script01_3_M001-1,scripted,Male,2.4849999999999994,happy,1,3.5000,3.0000,1.5000
Ses01M_script01_3_M002-2,scripted,Male,2.8699000000000012,sad,2,2.5000,3.0000,1.5000
Ses01M_script01_3_M004-3,scripted,Male,2.2110000000000056,neutral,3,3.5000,2.0000,1.5000
Ses01M_script01_3_M006-3,scripted,Male,1.7072000000000003,neutral,3,4.0000,3.0000,2.0000
Ses01M_script01_3_M007-3,scripted,Male,2.6580000000000013,neutral,3,3.5000,2.0000,1.5000
Ses01M_script01_3_M009-1,scripted,Male,8.236099999999993,happy,1,3.5000,3.5000,2.5000
Ses01M_script01_3_M014-3,scripted,Male,2.261799999999994,neutral,3,3.0000,2.5000,2.0000
Ses01M_script01_3_M016-1,scripted,Male,2.7399999999999807,happy,1,4.5000,3.5000,2.0000
Ses01M_script01_3_M018-1,scripted,Male,4.860000000000014,happy,1,5.0000,3.5000,2.5000
Ses01M_script01_3_M019-1,scripted,Male,2.859999999999985,happy,1,4.5000,2.0000,2.5000
Ses01M_script01_3_M020-2,scripted,Male,3.9499999999999886,sad,2,3.0000,3.5000,2.0000
Ses01M_script01_3_M021-2,scripted,Male,3.8899999999999864,sad,2,2.0000,2.5000,2.0000
Ses01M_script01_3_M022-2,scripted,Male,8.780000000000001,sad,2,2.0000,2.0000,2.0000
Ses01M_script01_3_M023-2,scripted,Male,2.9858999999999583,sad,2,2.0000,2.5000,2.5000
Ses01M_script01_3_M024-2,scripted,Male,4.619000000000028,sad,2,2.0000,3.0000,2.0000
Ses01M_script01_3_M025-2,scripted,Male,5.523700000000019,sad,2,2.0000,1.5000,2.0000
Ses01M_script01_3_M026-2,scripted,Male,2.7700000000000387,sad,2,2.0000,1.5000,1.0000
Ses01M_script01_3_M027-2,scripted,Male,2.849999999999966,sad,2,2.0000,1.5000,1.5000
Ses01M_script01_3_M028-2,scripted,Male,13.850799999999992,sad,2,1.5000,2.0000,1.5000
Ses01M_script01_3_M029-2,scripted,Male,12.292499999999961,sad,2,1.5000,2.5000,1.5000
Ses01M_script01_3_M030-2,scripted,Male,6.382499999999993,sad,2,1.5000,2.0000,2.0000
Ses01M_script01_3_M031-2,scripted,Male,10.490000000000009,sad,2,2.0000,2.5000,2.5000
Ses01M_script01_3_M032-2,scripted,Male,23.859000000000037,sad,2,1.5000,2.0000,1.0000
Ses01M_script01_3_M033-2,scripted,Male,9.454999999999984,sad,2,1.5000,2.0000,2.5000
Ses01M_script01_3_M034-2,scripted,Male,14.25,sad,2,1.5000,2.5000,2.0000
Ses01M_script01_3_M035-2,scripted,Male,8.006200000000035,sad,2,1.5000,2.5000,1.0000
