File,Gender,Original_Duration,Duration,Emotion,Emotion_Id,min_zcr,spikes_zcr,var_mel_spect,spikes_mel_spect,thpercentile25_chroma_stft,spikes_chroma_stft,mean_spec_bw,max_spec_bw,thpercentile25_rms,var_mfcc1,var_mfcc3,max_mfcc5,var_mfcc5,median_mfcc5,spikes_mfcc6,thpercentile75_mfcc7,max_mfcc7,var_mfcc8,sum_mfcc10,max_mfcc10,thpercentile75_mfcc11,max_mfcc11,sum_mfcc12,kurtosis_mfcc12,mean_mfcc13,mean_mfcc15,spikes_mfcc16,kurtosis_mfcc17,mean_mfcc17,kurtosis_mfcc18,spikes_mfcc19,mean_mfcc19,mean_mfcc20
s19_sa_3,m,3.52,3.52,sadness,3,0.0322265625,25,0.11176914721727371,982,0.0073803513031452895,470,1529.461891192758,2256.9983181196058,0.0008118591918901075,4231.78955078125,1150.7249755859375,27.534988403320312,381.5865478515625,-5.85856294631958,50,-37.71713104248047,17.517478942871094,227.1169891357422,441.8514404296875,33.259307861328125,-37.35731239318848,-2.172470808029175,-71.43968200683594,-0.04848768866680686,-11.801998138427734,-12.36713695526123,41,1.0226215856061325,-5.003386974334717,-0.42174663292181513,53,-9.634013175964355,-10.227347373962402
s19_sa_4,m,1.56,1.56,sadness,3,0.04345703125,13,0.5515077114105225,385,0.007263713356805966,233,1664.1329453133633,2545.789249869439,0.0008397583333135117,8366.79296875,1943.8397216796875,31.10484504699707,509.91326904296875,-1.3112475872039795,24,-45.89160852432251,6.219351291656494,318.52899169921875,365.10821533203125,30.701860427856445,-38.07858238220215,-4.461181163787842,-23.21576690673828,-1.0231150875206552,-11.778081893920898,-12.30788516998291,18,-0.42098617741143896,-7.931081295013428,-0.6163627584738065,24,-6.671227931976318,-9.729876518249512
s19_sa_5,m,2.12,2.12,sadness,3,0.06396484375,10,0.166887566447258,332,0.01125981961376965,170,1543.924966553702,2390.223012573275,0.0008640134921006393,3465.558349609375,1977.302001953125,30.549747467041016,620.29248046875,-23.665443420410156,17,-31.548490982055664,5.98038387298584,351.5358581542969,175.50213623046875,27.648136138916016,-42.463766193389894,-8.80195426940918,27.420455932617188,-0.8545889607176758,-14.607039451599121,-12.446481704711914,16,-0.45925291846433236,-3.7698471546173096,-0.05342696748232756,17,-5.957959175109863,-5.47316837310791
s1_an_1,m,3.4,3.4,anger,0,0.04150390625,36,75.5195541381836,1116,0.0013534447125857696,475,1614.123466061653,2476.010984768821,0.002352870730101131,9365.1201171875,1089.42578125,28.377941131591797,595.704833984375,-19.45578956604004,55,-73.82672243118286,2.769437074661255,338.4091796875,-1110.27978515625,23.539875030517578,-46.012468576431274,3.6070315837860107,-175.5269317626953,-0.34639902950526746,-19.149927139282227,-14.007317543029785,43,0.06386056744349533,-6.61661958694458,0.2989052054279697,48,-12.750618934631348,-10.615363121032715
s1_an_2,m,2.84,2.84,anger,0,0.04638671875,18,68.11820220947266,912,0.00816056496463716,329,1419.043802266055,2272.0566668171014,0.00380289816937875,6428.5615234375,933.20849609375,15.908907890319824,228.54908752441406,-8.371137619018555,35,-72.84054992675782,12.525033950805664,143.2974853515625,-925.304931640625,15.144006729125977,-38.106289043426514,3.0008962154388428,-225.86541748046875,-0.2046268638868165,-13.742012977600098,-17.328330993652344,31,-0.35145944044157673,-5.567027568817139,-0.3673712277187797,30,-13.572463989257812,-12.742466926574707
s1_an_3,m,2.76,2.76,anger,0,0.05126953125,29,60.866851806640625,795,0.011225551879033447,233,1341.8877353341775,2334.634307732463,0.003594870148226619,7408.21240234375,776.3157348632812,23.761516571044922,477.35009765625,-22.775863647460938,25,-76.18971160888673,-6.278886795043945,204.17800903320312,-382.1507263183594,14.924795150756836,-37.34168014526367,19.055095672607422,-518.0110473632812,0.06189380259906585,-11.788093566894531,-16.03558921813965,24,-0.8053809658148774,-9.72970199584961,-0.13521148926879123,23,-12.983569145202637,-8.183440208435059
s1_an_4,m,2.44,2.44,anger,0,0.041015625,29,162.642578125,670,0.0021619055478367954,254,1488.9128462022031,2382.156421681929,0.0031207097275182606,6732.2109375,660.3883056640625,21.685972213745117,487.64227294921875,-13.870077133178711,29,-64.24047031402588,6.409064292907715,163.8175811767578,-1116.83251953125,14.495080947875977,-37.68611392974854,9.839356422424316,142.4628448486328,0.40849241868095243,-21.742902755737305,-11.844991683959961,31,-0.4968636512873905,-5.185060977935791,-0.07548010643063918,28,-11.432663917541504,-11.164311408996582
s1_an_5,m,2.84,2.84,anger,0,0.029296875,33,167.02090454101562,711,0.0002774661799776368,316,1427.3744869992674,2363.8388479277846,0.003532384907011874,4611.9599609375,647.4215087890625,50.21864318847656,376.00848388671875,-7.018393039703369,43,-60.60545725822449,4.770605087280273,432.9766540527344,-1361.1182861328125,15.415678024291992,-45.71613573074341,11.682884216308594,-369.79742431640625,0.4312161686741267,-15.235987663269043,-9.348515510559082,32,0.7108045516481725,-8.452865600585938,-0.6105381153687568,41,-11.37879753112793,-11.529108047485352
s1_ha_1,m,2.52,2.52,happiness,1,0.0185546875,25,23.40923500061035,818,0.005102094595786184,321,1612.7770668221538,2613.4308871322282,0.002628961610607803,6331.45166015625,1129.2777099609375,63.136680603027344,963.7617797851562,-8.33792495727539,37,-92.81865814208984,-7.319072723388672,186.68661499023438,290.8536376953125,27.56209373474121,-40.483526916503905,14.048426628112793,-363.4248962402344,-0.8480601324135804,-13.750300407409668,-21.44309425354004,36,-0.377244335948252,-17.309167861938477,0.23730412085335306,26,-8.876140594482422,-5.7837653160095215
s1_ha_2,m,2.52,2.52,happiness,1,0.029296875,27,45.888973236083984,906,0.0025625491398386657,291,1603.892127156808,2523.942483599283,0.007763081174343824,4136.22900390625,1415.216064453125,40.781333923339844,362.84307861328125,-7.888938903808594,29,-87.70884735107421,-1.8686281442642212,228.70301818847656,-468.1995849609375,21.056312561035156,-49.506227798461914,2.333493709564209,-458.3872375488281,0.24804044416465354,-13.712596893310547,-16.751630783081055,37,-0.6154520468792777,-11.855924606323242,-0.5388744327843225,36,-17.46086311340332,-9.51366138458252
s1_ha_3,m,2.36,2.36,happiness,1,0.02392578125,12,106.9903564453125,549,0.0050944735645316545,256,1585.462561406086,2479.3510601675707,0.004448419891996309,8586.3974609375,1430.8389892578125,36.60242462158203,1375.567626953125,3.4377357959747314,24,-74.27759731292724,10.59658432006836,172.26878356933594,-350.71466064453125,26.976463317871094,-48.17592142105102,-8.16299819946289,230.1382293701172,-0.5535991223111338,-22.251338958740234,-12.34243392944336,21,-0.46948680978731927,-6.61876916885376,-0.062132003097349564,26,-13.998984336853027,-9.729789733886719
s1_ha_4,m,1.72,1.72,happiness,1,0.0517578125,10,390.09979248046875,384,0.00107852830842603,221,1538.7152391368033,2574.535065633007,0.004924484479706734,5078.28564453125,1665.607421875,11.4697904586792,261.1737060546875,-8.850818634033203,16,-91.46570022583008,-3.412796974182129,232.38648986816406,-229.82305908203125,38.11187744140625,-39.09845600128174,12.949211120605469,-23.766576766967773,-0.31143483708660336,-18.078201293945312,-9.600976943969727,23,-0.31857030233374317,-11.426180839538574,-0.671183732345285,25,-11.1019868850708,-7.9298577308654785
s1_ha_5,m,1.8,1.8,happiness,1,0.05029296875,13,218.4001922607422,356,0.005110123143531382,196,1688.7477928084088,2499.9099708226886,0.0032976494083413856,5497.279296875,1634.8302001953125,27.97113800048828,165.35682678222656,-8.855596542358398,27,-70.57064678192138,-16.82221221923828,237.01019287109375,-408.07403564453125,22.713775634765625,-32.96009809017181,2.6320443153381348,-33.878440856933594,-0.5092327225522006,-16.61723518371582,-15.757043838500977,23,-0.3770211378120565,-7.462034225463867,-0.978735251531377,23,-9.055191993713379,-1.3675932884216309
s1_sa_1,m,1.72,1.72,sadness,3,0.0263671875,11,12.63118839263916,357,0.006117465452989563,193,1489.5212057402882,2595.0926323446924,0.0025571012002183124,5378.29443359375,1598.2342529296875,27.868907928466797,171.2031707763672,3.0366146564483643,20,-87.36885009765625,9.118218421936035,367.58843994140625,-412.12255859375,4.990838050842285,-40.517767419815065,9.560831069946289,-105.7080078125,-0.32147161009847336,-15.942360877990723,-7.111204147338867,21,-0.06792759970023088,-8.485164642333984,-1.0337777636114023,20,-12.527914047241211,-9.742563247680664
s1_sa_2,m,3.56,3.56,sadness,3,0.03173828125,27,13.200065612792969,563,0.0036576464970130475,367,1593.2187699476021,2604.1550241366954,0.0019507385962060652,4290.04833984375,1289.024658203125,30.51871681213379,597.6976928710938,4.931075096130371,36,-95.57034656524658,13.599641799926758,288.1200256347656,-967.4769897460938,17.086572647094727,-36.07193555831909,8.585962295532227,-107.33576965332031,1.6969593562196366,-12.973275184631348,-4.141453742980957,42,-0.31954889900853667,-10.138107299804688,-0.22850935825840102,42,-10.58617115020752,-9.150057792663574
s1_sa_3,m,3.72,3.72,sadness,3,0.03076171875,30,6.0963921546936035,799,0.007612819117493928,457,1706.9208289486353,2718.1075385139384,0.0005074884422356263,11446.109375,1438.8577880859375,23.699504852294922,282.6464538574219,-0.8981142044067383,50,-73.56731901168823,5.209320545196533,278.2542724609375,-235.41909790039062,22.472396850585938,-29.472444772720337,7.517919540405273,-96.0422592163086,0.07434896453186335,-9.961569786071777,-11.206459045410156,41,0.061150957325271094,-10.111115455627441,-0.29752435934705623,47,-11.47269344329834,-10.191813468933105
s1_sa_4,m,2.36,2.36,sadness,3,0.03466796875,10,20.005138397216797,434,0.0033062738744774832,158,1362.5857623443742,2281.1185256930216,0.002241384900407866,11713.0048828125,823.0551147460938,10.126737594604492,404.0631103515625,-15.481916427612305,18,-80.46076833724976,-1.777942180633545,167.14002990722656,-241.65213012695312,17.179601669311523,-33.78388102531433,6.182581424713135,237.05545043945312,-0.9207556245041411,-15.04341983795166,-6.164934158325195,19,-1.2471639641196688,-6.452703952789307,-0.17410168325432673,19,-8.518298149108887,-8.211370468139648
s1_sa_5,m,2.44,2.44,sadness,3,0.05810546875,16,17.06962776184082,452,0.0011294759486918339,210,1520.179382272141,2532.0039150578473,0.0028944335877895354,5604.83837890625,1155.7598876953125,-1.863194465637207,159.62852478027344,-13.221712112426758,20,-82.79627838134766,6.337749004364014,160.4432830810547,-378.4435119628906,11.371914863586426,-41.664285278320314,20.289165496826172,147.33709716796875,-0.36884322025746963,-17.06410026550293,-7.613673686981201,19,0.25303207971213704,-7.822800159454346,-0.30957577478016196,16,-14.10063648223877,-10.930556297302246
s20_an_1,m,2.72,2.72,anger,0,0.0322265625,24,79.50592803955078,876,0.007894222788745537,364,1406.20296023164,2535.7023030559485,0.0024538814229890706,6739.41015625,1778.8770751953125,19.233928680419922,356.3797607421875,-26.742656707763672,37,-57.573356552124025,16.676071166992188,362.88409423828125,91.07708740234375,31.51471710205078,-63.30006950378418,4.680477142333984,543.414306640625,-0.04387070391493619,-8.084451675415039,-8.789977073669434,36,0.03857028416675767,-5.3265814781188965,0.9322324454775601,42,-9.320878028869629,-7.141200542449951
s20_an_2,m,2.8,2.8,anger,0,0.0625,23,19.958017349243164,930,0.007910913764499128,325,1297.7864307607524,2426.601852676816,0.002326837205328047,3792.169677734375,934.3140869140625,7.01364803314209,354.9071960449219,-29.662330627441406,36,-65.96813465118409,21.978317260742188,244.06182861328125,285.54534912109375,30.085731506347656,-46.251468143463136,3.2119719982147217,439.8153381347656,-0.3930253268472126,-5.046003341674805,-6.2450761795043945,36,0.2993175000968207,-6.73490571975708,-0.7879951162925551,37,-12.216484069824219,-6.667334079742432
s20_an_3,m,2.36,2.36,anger,0,0.03759765625,32,29.432544708251953,756,0.00646634578704834,376,1496.5283811392014,2367.6551198539178,0.0007018944728770293,20657.986328125,1526.1768798828125,37.05126190185547,789.0487670898438,-21.14576530456543,36,-49.36231491088867,4.752291679382324,332.2038879394531,253.00042724609375,43.82143783569336,-32.43338159561157,-7.833999156951904,97.82171630859375,-0.7645112745085743,-7.716498374938965,-7.130711078643799,35,-0.20346567462675358,-4.38776969909668,-0.18131939548663034,33,-11.207535743713379,-9.151963233947754
s20_an_4,m,2.6,2.6,anger,0,0.0537109375,15,35.89095687866211,959,0.010059600456152111,301,1263.6567232906723,2519.6419352773773,0.0029106081899954008,5599.41943359375,2079.576416015625,25.297626495361328,630.194091796875,-32.60309600830078,39,-78.16526336669922,23.491893768310547,339.79266357421875,191.67823791503906,34.719146728515625,-58.44445204734802,3.517792224884033,184.6520538330078,1.8393735407731784,-9.882784843444824,-7.949145793914795,32,-0.7760235552410677,-5.501771926879883,-0.48861181882975036,32,-11.926127433776855,-8.876977920532227
s20_an_5,m,3.28,3.28,anger,0,0.02734375,25,24.048255920410156,811,0.009392506743315607,369,1356.1876999934132,2639.3268527881673,0.0032475919579155743,4136.228515625,413.2446594238281,42.786346435546875,659.5344848632812,-16.924121856689453,34,-65.97364592552185,3.777411699295044,370.4867248535156,-532.79296875,30.38825225830078,-42.05820274353027,-2.788630723953247,280.06494140625,0.3106653565763162,-7.5680155754089355,-3.76523756980896,38,0.47600015845363375,-8.865721702575684,0.8209014463015625,41,-12.420207977294922,-5.76557731628418
s20_ha_1,m,2.12,2.12,happiness,1,0.04296875,20,78.25385284423828,538,0.007253150051692501,232,1314.676617422033,2363.2159841738207,0.003924497353145853,6405.947265625,1697.4744873046875,11.338366508483887,300.9941711425781,-19.142364501953125,23,-58.66318395614624,4.070235252380371,408.37164306640625,140.15347290039062,36.5507926940918,-42.10100541114807,3.7701876163482666,44.08474349975586,-0.9057960836601651,-8.33183479309082,-5.385921955108643,27,-0.9245131293762503,-5.725340843200684,0.256227736119512,28,-12.572830200195312,-8.162186622619629
s20_ha_2,m,3.2,3.2,happiness,1,0.037109375,26,76.51714324951172,725,0.007028909929795191,339,1388.9031641415709,2237.6099120762206,0.004615369569510221,5180.75830078125,2346.1728515625,14.963966369628906,462.8128356933594,-29.25221061706543,36,-73.95504329681397,9.13333797454834,253.95497131347656,22.922977447509766,33.76655197143555,-49.517559690475466,3.60090970993042,-347.689208984375,-0.11333339685465438,-8.051346778869629,-10.562216758728027,39,-0.7404424257833075,-5.175204277038574,-0.9012781718922307,38,-10.898514747619629,-6.6457953453063965
s20_ha_3,m,2.08,2.08,happiness,1,0.0947265625,8,173.94302368164062,282,0.0013306786588509567,146,1722.3757230594792,2388.6950604744106,0.0035971900972072033,6193.830078125,2076.590576171875,20.265247344970703,398.2737121582031,-22.565250396728516,16,-74.79471035003662,-25.645511627197266,356.8437194824219,-215.1253662109375,24.163808822631836,-62.39200229644776,2.292189121246338,-259.65802001953125,-0.5162483641483564,-11.935091018676758,-13.622754096984863,18,-0.6470299266506987,0.6726331114768982,0.4101273425160783,13,-8.148062705993652,-2.2797372341156006
s20_ha_4,m,2.04,2.04,happiness,1,0.0341796875,11,25.28430938720703,553,0.010048588351346553,151,1391.8683741687435,2393.389806981118,0.003418894106289372,12874.8857421875,2839.27587890625,15.116486549377441,404.8258056640625,-31.822208404541016,18,-65.14760522842407,-1.9690440893173218,314.9786376953125,14.628044128417969,24.2020263671875,-38.9658166885376,-4.092441558837891,-169.78173828125,-0.1231486927803922,-16.411376953125,-14.296092987060547,22,-0.559072345820014,-4.57286262512207,-0.7572220130185303,21,-7.6452813148498535,-4.7339911460876465
s20_ha_5,m,1.6,1.6,happiness,1,0.07080078125,12,50.921653747558594,473,0.012110266643576324,169,1614.2009294586476,2510.1722885394356,0.0028992567968089134,7307.90625,2308.13427734375,7.055296897888184,243.68582153320312,-26.788293838500977,21,-56.17911148071289,-19.86928939819336,414.893310546875,375.36767578125,38.659915924072266,-28.952024984359742,6.080710411071777,-210.33126831054688,-0.541614885643598,-6.661966323852539,-14.244678497314453,14,-1.1275326796749907,-5.450629711151123,-0.9836138950598006,17,-8.837203979492188,-4.3439764976501465
s20_sa_1,m,3.12,3.12,sadness,3,0.03173828125,32,1.6055145263671875,665,0.01731924982741475,382,1567.0536643761095,2321.403404658032,0.0005594553862465545,15672.34765625,1140.9462890625,34.292083740234375,332.2021484375,1.304132103919983,43,-68.85607612609863,-1.1694841384887695,281.20404052734375,504.4219970703125,38.21315002441406,-41.36112522125244,-7.7068328857421875,349.3254699707031,2.4139054122179715,-6.363089084625244,-5.972383499145508,30,-0.666850197903087,-6.197325706481934,-0.7710254477930896,42,-8.117935180664062,-8.143775939941406
s20_sa_2,m,3.2,3.2,sadness,3,0.03857421875,24,66.46361541748047,616,0.0033801333417068234,294,1417.5744296748674,2381.348154619599,0.0040035179525148125,4328.068359375,1266.612548828125,8.003297805786133,451.2066345214844,-20.55487060546875,34,-59.871467399597165,7.252724647521973,210.5968780517578,88.28985595703125,31.144399642944336,-51.80486345291138,-7.4812140464782715,5.153531074523926,-0.7592562278125987,-11.98657512664795,-6.483183860778809,31,0.062212350418024975,-2.3379344940185547,-0.7463444584044945,41,-15.126493453979492,-7.321612358093262
s20_sa_3,m,2.96,2.96,sadness,3,0.068359375,25,11.354625701904297,1045,0.011931294570676983,343,1414.25764134055,2397.7505867113596,0.0025566837494261562,4419.70947265625,1695.599609375,10.829633712768555,417.87689208984375,-31.761524200439453,40,-62.36583757400513,-12.308923721313477,337.47442626953125,171.59852600097656,40.706787109375,-45.460573244094846,1.9858644008636475,196.8740234375,0.04491227653731311,-10.195201873779297,-15.40374755859375,44,-0.007296314304211737,-4.555713653564453,-0.7571172446025902,35,-11.35241413116455,-5.25864315032959
s20_sa_4,m,1.72,1.72,sadness,3,0.04833984375,9,23.059478759765625,453,0.009953333856537938,186,1232.095861575404,2330.8103257886537,0.0030889840982854366,9312.0185546875,1326.8421630859375,22.526121139526367,501.6245422363281,-9.591167449951172,18,-69.80657752990723,-4.540092468261719,472.4036865234375,210.837158203125,29.40155792236328,-53.96829550743103,-0.718207836151123,201.8968505859375,-1.0604407698238825,-13.152765274047852,-10.775734901428223,16,0.22625844024137276,-5.001274585723877,-0.1298168590221005,21,-7.73138427734375,-5.834201812744141
s20_sa_5,m,1.64,1.64,sadness,3,0.05908203125,6,98.31904602050781,421,0.00983708375133574,143,1349.4985117184872,2242.953164880439,0.004111962905153632,7104.50341796875,2041.1815185546875,9.443559646606445,180.33480834960938,-29.13936996459961,14,-52.89175884246826,-1.2683563232421875,221.2767791748047,266.8363342285156,31.527572631835938,-49.50448196411133,1.8822073936462402,131.41311645507812,-0.7881766434066155,-15.035547256469727,-9.122414588928223,17,-0.9062601772270047,-3.1764960289001465,-0.9257085515433023,14,-14.214986801147461,0.7150957584381104
s21_an_1,m,3.96,3.96,anger,0,0.0283203125,26,27.154006958007812,876,0.0045439474168233575,414,1443.451630520472,2576.546060992739,0.001039958034234587,9561.404296875,2891.90087890625,18.066776275634766,693.5762939453125,-19.585365295410156,46,-69.6613455581665,12.839048385620117,235.8179168701172,-551.2645263671875,14.150491714477539,-32.302681798934934,20.370372772216797,-788.3390502929688,-0.9826964653278072,-15.84650707244873,-17.623891830444336,38,0.809649378426188,-10.201743125915527,-0.336135554227051,40,-15.425195693969727,-9.333462715148926
s21_an_2,m,5.16,5.16,anger,0,0.02978515625,41,8.37677001953125,1147,0.0013910560414660722,682,1600.0068693592443,2465.361133521764,0.0004637295012798859,17330.87890625,1795.840576171875,26.164554595947266,278.36590576171875,-1.1498667001724243,73,-65.84858530044556,7.790993690490723,254.90333557128906,249.0557861328125,23.51625633239746,-37.389442415237426,15.333839416503906,-442.10162353515625,-0.5093272085096645,-14.757204055786133,-11.761935234069824,67,-0.11942113766518059,-5.603076934814453,1.1366710517395449,64,-13.912668228149414,-11.475850105285645
s21_an_3,m,2.6,2.6,anger,0,0.06201171875,26,15.70677661895752,741,0.009066030743997543,247,1331.4632627353647,2549.25299300895,0.0020721410459373147,6569.43310546875,987.7111206054688,21.229337692260742,571.8751831054688,-21.112857818603516,27,-55.91394985198975,-1.0350466966629028,174.95260620117188,-248.1128387451172,10.738083839416504,-32.821296520233155,8.363168716430664,-254.3048553466797,-0.4253510498541213,-18.724712371826172,-15.128657341003418,32,3.265559279743564,-11.96289348602295,1.4643762149587447,24,-14.154276847839355,-10.317140579223633
s21_an_4,m,2.92,2.92,anger,0,0.04345703125,22,11.74429988861084,838,0.0032604797510430218,405,1382.031303558379,2542.8422983669234,0.0011413537879707291,7551.7587890625,1088.739990234375,2.417168617248535,302.2118835449219,-20.45101547241211,38,-61.27985904693603,2.3111114501953125,251.6665802001953,-404.54656982421875,28.793418884277344,-36.707036895751955,21.121429443359375,-609.0640258789062,-0.25770075054190267,-15.296516418457031,-14.043937683105469,45,-1.1667120026010702,-8.653838157653809,-0.1277610733507255,40,-13.563082695007324,-10.214255332946777
s21_an_5,m,2.72,2.72,anger,0,0.046875,33,10.344313621520996,775,0.0019349265244090928,306,1380.0830978923902,2685.451166131069,0.0023639216204173865,3655.78173828125,1384.134765625,63.00060272216797,493.4539794921875,-5.112553596496582,37,-80.02693519592285,4.782861709594727,123.4887466430664,-391.4037170410156,16.080001831054688,-34.165652160644534,30.52452850341797,-34.45820999145508,0.125020085319012,-16.046113967895508,-13.729239463806152,32,-0.49674126462716384,-7.302313327789307,0.10054968064020464,28,-11.85522174835205,-8.006316184997559
s21_ha_1,m,2.88,2.88,happiness,1,0.0400390625,22,1.243681788444519,686,0.0058441216719802465,300,1599.0102319381492,2346.9555817789105,0.001229837562132161,7489.6923828125,986.4385986328125,16.772127151489258,283.8296203613281,-23.379972457885742,38,-50.59572790145874,9.75912857055664,147.63070678710938,298.0965881347656,21.160858154296875,-31.679170451164246,7.236994743347168,-198.39015197753906,-0.27033528633567006,-11.206931114196777,-14.400336265563965,31,-0.5369856657254837,-9.158588409423828,-0.1970799490386037,25,-16.030675888061523,-10.87325668334961
s21_ha_2,m,3.08,3.08,happiness,1,0.03466796875,17,4.818917751312256,703,0.0019913003128021957,291,1497.1593486162014,2488.1881508475235,0.0016828977211844176,4454.19189453125,2607.94580078125,33.0491943359375,754.8641357421875,-17.400299072265625,34,-71.53523361206055,1.5912957191467285,164.32354736328125,-42.19802474975586,29.219470977783203,-43.19389579772949,13.86842155456543,-936.699951171875,-0.5761126573616613,-13.242944717407227,-17.012624740600586,40,-0.305733425057773,-5.709103584289551,-0.07789294281109171,33,-14.62515926361084,-8.571454048156738
s21_ha_3,m,2.64,2.64,happiness,1,0.0390625,13,4.7961883544921875,554,0.002892921751481481,213,1604.0287789183465,2529.1837595161583,0.0015924009785521775,5736.94189453125,2489.763671875,21.616416931152344,516.6099243164062,-17.663978576660156,23,-60.95915651321411,13.663745880126953,219.3811798095703,-280.2293701171875,19.39618492126465,-35.679354190826416,3.4122281074523926,-126.59335327148438,-0.7469225789941643,-8.966445922851562,-13.503105163574219,29,-0.1386360465757681,-3.942584276199341,-0.41107538026515567,31,-14.885845184326172,-10.641441345214844
s21_ha_4,m,1.88,1.88,happiness,1,0.037109375,14,2.364121198654175,447,0.0016778881836216897,178,1565.5629583578436,2154.2213145875535,0.001183228849549778,9506.7294921875,1665.8780517578125,24.758041381835938,345.04388427734375,-14.14906120300293,17,-45.034066162109376,4.6691575050354,295.1587829589844,-508.09686279296875,19.395858764648438,-44.87847721099853,0.6533834934234619,-416.6252746582031,-1.036477482269303,-15.7317476272583,-21.643266677856445,20,-0.9405559250971351,-13.328557014465332,-0.4292931135302056,17,-11.002035140991211,-1.8998641967773438
s21_ha_5,m,2.4,2.4,happiness,1,0.04296875,19,1.1514869928359985,612,0.0030206160916714,213,1581.0175863530394,2570.9106907385553,0.0012146682798629626,5345.3544921875,3395.1806640625,15.961416244506836,489.48944091796875,-15.681171417236328,28,-57.55609889984131,16.491361618041992,83.06873321533203,95.60275268554688,32.79376983642578,-32.349577531814575,-0.9804466366767883,-71.43319702148438,-0.17131603731096456,-14.698403358459473,-20.892484664916992,25,-0.5056746315701508,-9.191100120544434,-0.8923355251204854,21,-16.969593048095703,-7.95871114730835
s21_sa_1,m,3.56,3.56,sadness,3,0.04443359375,19,0.044365208595991135,855,0.0019388264548615552,339,1638.5872357486476,2561.458867482079,0.0006014961929759011,4350.2041015625,1797.180419921875,26.38286590576172,252.42750549316406,-8.48508071899414,39,-63.04916133880615,3.3680663108825684,123.4582748413086,517.4244384765625,38.512367248535156,-39.98876766204834,-0.247724711894989,-230.23963928222656,3.034866840382443,-14.229455947875977,-17.012304306030273,33,0.10148711063699256,-6.822813510894775,-0.7930496485224068,28,-13.216506004333496,-7.013855457305908
s21_sa_2,m,2.68,2.68,sadness,3,0.0361328125,24,0.1274748146533966,558,0.0029151856125099584,325,1707.7138370568566,2401.1035798394964,0.000675261342257727,3787.967529296875,742.1192626953125,27.31234359741211,193.67115783691406,0.5179355144500732,38,-69.2505770111084,16.8990421295166,300.9700012207031,-53.22960662841797,26.345672607421875,-38.94848220825195,3.3036513328552246,-158.69398498535156,-0.8057858814230472,-10.657434463500977,-13.861790657043457,43,0.7001735554747901,-10.175436973571777,0.15842367326092077,37,-13.103229522705078,-7.6847028732299805
s21_sa_3,m,5.24,5.24,sadness,3,0.02734375,40,0.7131000757217407,932,0.00326037434337195,617,1666.4909103104187,2566.1503812630053,0.0006526762107387185,6258.70361328125,884.8939208984375,39.51066207885742,557.6150512695312,-1.7290740013122559,75,-61.19270690917969,15.599248886108398,450.0205383300781,410.6689147949219,38.56639862060547,-35.82825714111328,2.8872451782226562,43.29719543457031,0.38196584660622745,-7.750880241394043,-12.967634201049805,57,-0.433452192128021,-9.831775665283203,0.4458795660548551,67,-10.802230834960938,-8.721122741699219
s21_sa_4,m,1.8,1.8,sadness,3,0.0380859375,12,0.5364774465560913,390,0.0036215984157752248,190,1598.295401417093,2533.7026000689893,0.0009147851361194626,5297.18994140625,1067.308349609375,41.70555877685547,719.6292724609375,-1.4000228643417358,26,-58.740173959732054,-2.8486499786376953,347.0718994140625,526.649169921875,38.027244567871094,-24.937151432037354,-1.073116421699524,-242.91127014160156,-1.2212955929486817,-12.365342140197754,-17.00104331970215,18,0.7278449126398647,-10.274085998535156,-0.6394534361733979,19,-12.276451110839844,-8.55241584777832
s21_sa_5,m,2.2,2.2,sadness,3,0.05908203125,15,0.4227447509765625,336,0.0010704148298827931,185,1739.2447902971817,2459.348708724425,0.0008818687783787027,3198.930419921875,1513.9925537109375,5.594045639038086,197.21249389648438,-7.2728986740112305,18,-39.896742267608644,1.3207114934921265,302.8353271484375,399.2979736328125,36.2255973815918,-25.965853238105773,2.3442749977111816,-213.99752807617188,-0.1143927196882153,-7.860039234161377,-10.928433418273926,19,-0.160761189135191,-12.173032760620117,0.318564332679101,19,-14.480278968811035,-4.8216872215271
s22_an_1,m,3.52,3.52,anger,0,0.03076171875,33,1.74424147605896,840,0.0018715511195478032,311,1625.994761971074,2361.4399235230235,0.0008162787983019371,12086.697265625,2077.22314453125,23.99431610107422,433.35540771484375,-18.023937225341797,44,-33.27978248596192,21.358905792236328,683.5908203125,-309.2570495605469,20.840503692626953,-47.229247932434085,8.254080772399902,109.79556274414062,-0.3030922022411682,-21.071556091308594,-20.93644142150879,38,-0.8350849503585351,-8.938518524169922,0.025544403764880208,33,0.5322163105010986,-5.668515205383301
s22_an_2,m,3.08,3.08,anger,0,0.04541015625,24,0.8966076374053955,666,0.0025213869794970378,235,1539.9140840326293,2467.5962754094935,0.0012371391465421766,7360.79931640625,2603.969482421875,20.466934204101562,570.06005859375,-18.478870391845703,32,-60.079244232177736,27.707197189331055,414.1636657714844,-654.08203125,13.454778671264648,-37.48835697174072,14.079605102539062,322.65966796875,-0.7480398660435288,-11.405454635620117,-17.531150817871094,27,-0.8779919689738271,-9.23079776763916,0.33725928870569133,30,-11.462776184082031,-4.319111347198486
