File,Subject,Gender,Emotion,Emotion_Id,spikes_mel_spect,mean_mel_spect,min_mel_spect,max_mel_spect,var_mel_spect,std_mel_spect,sum_mel_spect,spikes_chroma_stft,mean_chroma_stft,var_chroma_stft,std_chroma_stft,sum_chroma_stft,spikes_rms,mean_rms,max_rms,var_rms,std_rms,sum_rms,spikes_spec_cent,mean_spec_cent,min_spec_cent,max_spec_cent,var_spec_cent,std_spec_cent,sum_spec_cent,spikes_spec_bw,mean_spec_bw,min_spec_bw,max_spec_bw,var_spec_bw,std_spec_bw,sum_spec_bw,spikes_spec_rolloff,mean_spec_rolloff,min_spec_rolloff,max_spec_rolloff,var_spec_rolloff,std_spec_rolloff,sum_spec_rolloff,spikes_spec_cont,mean_spec_cont,min_spec_cont,max_spec_cont,var_spec_cont,std_spec_cont,sum_spec_cont,spikes_zcr,mean_zcr,min_zcr,max_zcr,var_zcr,std_zcr,sum_zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
eNTERFACE05_Dataset\subject_1_m\anger\sentence,5\s1_an_5,1,m,anger,0,909,6.344573497772217,4.247519558298052e-10,4932.32763671875,6391.68115234375,79.94799041748047,99108.5859375,536,0.31201088428497314,0.0987841933965683,0.3142995238304138,460.528076171875,61,0.14053431153297424,0.4106946289539337,0.008143791928887367,0.09024295955896378,17.285720825195312,50,1577.596082960256,731.7796472325509,3118.5617546148915,152720.58356974114,390.7948100598844,194044.31820411148,47,1621.112544820125,998.9168007007554,2391.307206824376,100143.18950264908,316.4540875113625,199396.84301287538,62,3149.887457126524,775.1953125,5910.8642578125,1215127.2139281193,1102.3280881516714,387436.1572265625,304,23.661057173662943,6.420218546699176,50.01328462694991,71.86083335061586,8.477076934333901,20372.170226523795,52,0.07209492505081301,0.033203125,0.15380859375,0.0005406208493451274,0.023251254790766184,8.86767578125,-180.0839385986328,119.05488586425781,-42.18227005004883,26.999893188476562,-6.5909271240234375,8.636040687561035,-17.951383590698242,-20.6428165435791,-24.792247772216797,-4.610570907592773,-18.438587188720703,-11.906023025512695,-3.913878917694092,-11.295942306518555,-3.214928388595581,-6.571508884429932,-0.5065199732780457,1.9304027557373047,-6.855783462524414,-2.3465263843536377
eNTERFACE05_Dataset\subject_1_m\disgust\sentence,1\s1_di_1,1,m,disgust,1,1545,3.563112735748291,3.18178788871748e-10,1740.9249267578125,1043.9967041015625,32.310935974121094,77380.1171875,764,0.34277454018592834,0.09818732738494873,0.31334856152534485,703.3733520507812,85,0.10252155363559723,0.2658281922340393,0.005095224827528,0.0713808462023735,17.531185150146484,69,1646.3126084252528,779.3334331695969,4456.858533973005,537703.3831644371,733.2826079789681,281519.45604071824,75,1664.833540118878,874.3419268553714,2675.197036028891,179472.96492783312,423.6424966027761,284686.53536032815,79,3217.9546155427633,1098.193359375,6675.29296875,2169155.802244625,1472.8054190030077,550270.2392578125,423,23.2840256019019,7.459736247562469,51.93355065600295,72.28240476344439,8.501905948870782,27870.97864547657,37,0.08833607456140351,0.01806640625,0.40966796875,0.00510086049003284,0.07142030866660296,15.10546875,-213.72596740722656,126.28095245361328,-32.63204574584961,25.127477645874023,-14.043140411376953,10.8831205368042,-23.370595932006836,-11.851366996765137,-21.294736862182617,-11.321873664855957,-15.051473617553711,-4.7187819480896,2.0369110107421875,-10.26677417755127,-2.3245325088500977,-7.940201282501221,-2.709862470626831,1.6439208984375,-9.612961769104004,1.6484618186950684
eNTERFACE05_Dataset\subject_1_m\disgust\sentence,2\s1_di_2,1,m,disgust,1,1278,1.4886566400527954,3.852942409565685e-10,800.9905395507812,266.8659973144531,16.33603286743164,29682.32421875,758,0.3987160325050354,0.08824878185987473,0.29706695675849915,751.1810302734375,70,0.060589686036109924,0.21446961164474487,0.003093958366662264,0.055623359978199005,9.512580871582031,52,2417.2722429670316,913.071798814957,5220.947838486345,1389761.3932777243,1178.8814161219627,379511.74214582396,86,1950.1317379731413,886.0918698551222,2670.483795810076,240387.73442417773,490.29351864386064,306170.6828617832,85,4483.158028960987,1162.79296875,6944.4580078125,3212184.9919365137,1792.2569547742069,703855.810546875,357,21.648604705912376,6.429397381300557,54.88291399037031,80.9286071037489,8.996032853638814,23791.816571797703,50,0.17627264132165604,0.0341796875,0.49658203125,0.017545054662957422,0.13245774670798768,27.6748046875,-250.4124755859375,98.53022003173828,-23.321247100830078,19.158056259155273,-20.27581024169922,22.63621711730957,-26.408775329589844,-5.1736159324646,-10.153325080871582,-8.277833938598633,-8.351475715637207,-5.057558536529541,0.9031379818916321,-4.009325981140137,-4.952513694763184,-1.8729676008224487,-7.454124927520752,-1.0257664918899536,-7.77697229385376,2.0959861278533936
eNTERFACE05_Dataset\subject_1_m\disgust\sentence,3\s1_di_3,1,m,disgust,1,758,2.7893588542938232,3.6942759962244054e-10,2026.239501953125,1290.6690673828125,35.92588424682617,29402.6328125,411,0.40756067633628845,0.09297584742307663,0.30491942167282104,405.930419921875,35,0.08277332037687302,0.28464704751968384,0.005521185230463743,0.07430467754602432,6.870185375213623,38,1779.1432964817595,896.790821486609,2912.2899593171587,399490.25788056676,632.052417035618,147668.89360798604,38,1667.9355623872095,967.6464050664483,2726.4791266266243,237630.4400272769,487.47352751434295,138438.65167813838,37,3320.653414439006,1281.2255859375,6212.3291015625,2700837.383908619,1643.4224605708112,275614.2333984375,204,22.324881372716515,4.945004423233465,46.73652230237979,71.06001330022009,8.429710155172602,12970.756077548296,35,0.10684535015060241,0.03564453125,0.18994140625,0.0018771995669578255,0.04332666115635759,8.8681640625,-236.11099243164062,121.09574127197266,-39.731201171875,5.056485652923584,-21.122528076171875,9.508379936218262,-16.049076080322266,-14.871315956115723,-22.219898223876953,-5.977255344390869,-15.092092514038086,-10.083218574523926,8.979698181152344,-6.0655083656311035,-5.375243663787842,-7.855117321014404,-4.278879165649414,0.03570873662829399,-5.210996150970459,3.767378091812134
eNTERFACE05_Dataset\subject_1_m\disgust\sentence,4\s1_di_4,1,m,disgust,1,946,1.7045718431472778,3.3367941743023266e-10,1393.699462890625,409.19879150390625,20.228662490844727,28358.9609375,660,0.3808960020542145,0.0997183620929718,0.3157821297645569,598.7684936523438,67,0.07047653943300247,0.2240706831216812,0.0033889359328895807,0.058214567601680756,9.232426643371582,61,2539.374147283389,1716.8872574606353,4150.527580757141,256910.41616156805,506.86331112201054,332658.013294124,79,2212.910437455519,1351.645034716355,2699.690423583879,100584.23442885965,317.15017646039496,289891.267306673,80,5198.7891743201335,3714.4775390625,6782.958984375,613489.156713728,783.2554862327668,681041.3818359375,334,22.462172526734054,6.72884208320777,47.98001959667598,80.41947914874602,8.967690848191971,20597.81220701513,60,0.1382395038167939,0.04296875,0.3203125,0.0035664785589748626,0.059720001331001846,18.109375,-238.5163116455078,71.07037353515625,-21.544273376464844,45.75117874145508,-9.40632152557373,24.857406616210938,-32.651859283447266,-11.495193481445312,-12.99530029296875,-7.54033088684082,-9.77236270904541,-8.734362602233887,-4.427667617797852,-7.844181537628174,-1.4372539520263672,-1.3773428201675415,-13.750768661499023,1.5476410388946533,-3.7386443614959717,0.6438366770744324
eNTERFACE05_Dataset\subject_1_m\disgust\sentence,5\s1_di_5,1,m,disgust,1,843,1.4731652736663818,3.270695658752487e-10,415.75579833984375,138.21060180664062,11.756300926208496,17586.646484375,501,0.45376813411712646,0.08590129017829895,0.29308921098709106,511.8504638671875,36,0.05259380117058754,0.20469233393669128,0.004297634121030569,0.06555633991956711,4.943817138671875,46,2651.482521344903,1404.6843142983391,4476.243135750363,579462.5494742993,761.2243752497021,249239.35700642088,69,2265.741956686523,1192.3250063023054,2693.631883009006,163646.84730066813,404.53287542629727,212979.74392853316,69,5215.387612200798,2196.38671875,7041.357421875,1934007.6819050084,1390.686047210156,490246.435546875,197,19.911793697578453,6.148857138520029,46.32919410837156,75.03327751428955,8.662175102957082,13101.960253006622,40,0.1769292303856383,0.07373046875,0.37841796875,0.0063667333250188255,0.07979181239337045,16.63134765625,-291.0293884277344,84.67697143554688,-20.848411560058594,9.621086120605469,-26.373170852661133,20.282760620117188,-22.89862632751465,4.2547807693481445,-11.538591384887695,-2.4572691917419434,4.926514148712158,-1.0532690286636353,-0.40087980031967163,-6.03554630279541,-8.77523422241211,-0.8675824403762817,-7.036667823791504,5.014297008514404,-8.404653549194336,1.7748335599899292
eNTERFACE05_Dataset\subject_1_m\fear\sentence,1\s1_fe_1,1,m,fear,2,679,1.8202779293060303,4.940994280389077e-10,1479.4337158203125,604.1405639648438,24.57927131652832,21730.478515625,438,0.3477722406387329,0.09662652760744095,0.31084808707237244,392.2870788574219,42,0.0741271898150444,0.24717307090759277,0.0023849443532526493,0.04883589223027229,6.967956066131592,34,1822.4203096233564,841.1614409937771,4642.959150097811,858069.3023762155,926.3203022584659,171307.5091045955,38,1753.7495983295855,1034.5768071715577,2700.4544012140145,252201.45363228492,502.19662845571247,164852.46224298104,37,3478.643149517952,1173.5595703125,6955.224609375,3022567.1260554017,1738.553170327385,326992.4560546875,238,23.380306234692295,8.321166391872872,46.254127916368326,69.59172007167409,8.342165190864664,15384.24150242753,28,0.0987315076462766,0.0185546875,0.38330078125,0.0062844224675525215,0.07927434936694543,9.28076171875,-232.52194213867188,122.1008529663086,-25.734201431274414,18.702512741088867,-25.99474334716797,14.828815460205078,-17.364105224609375,-19.040475845336914,-15.49366569519043,-3.8874411582946777,-15.273056983947754,-7.934520244598389,5.283107757568359,-8.1563138961792,-9.267623901367188,1.1391441822052002,-3.898564338684082,-1.2830978631973267,-5.0022406578063965,-3.982757806777954
eNTERFACE05_Dataset\subject_1_m\fear\sentence,2\s1_fe_2,1,m,fear,2,799,0.827283501625061,3.744534959881918e-10,484.4974060058594,63.78845977783203,7.986767768859863,10716.630859375,502,0.38774093985557556,0.09004998207092285,0.3000832796096802,474.59490966796875,45,0.04730076715350151,0.14618715643882751,0.00142531783785671,0.037753380835056305,4.824678421020508,54,2344.3130180082726,987.323987061003,5249.045769476468,1006341.4194799049,1003.1656989151418,239119.9278368438,57,2083.484891427632,1193.558065191067,2765.5416028175127,241619.96643229644,491.54853924337567,212515.45892561847,62,4688.643870634191,1604.2236328125,7041.357421875,2722732.881697919,1650.0705687024174,478241.6748046875,224,22.005444049469258,6.557224032439826,47.22096875286712,81.77827823971009,9.043134315032045,15711.887051321051,48,0.14368393841911764,0.0419921875,0.46533203125,0.008541499523418034,0.0924202333010366,14.65576171875,-272.0133056640625,95.40843200683594,-15.764074325561523,30.329179763793945,-20.460102081298828,25.651470184326172,-31.857519149780273,-15.074959754943848,-16.0510311126709,-7.356879234313965,-7.821742534637451,-7.080664157867432,-2.085512399673462,-4.398082733154297,-4.0998687744140625,4.079905033111572,-7.069247245788574,-4.758511543273926,-8.153488159179688,-0.3604743778705597
eNTERFACE05_Dataset\subject_1_m\fear\sentence,3\s1_fe_3,1,m,fear,2,499,0.4886913001537323,3.9401637508262866e-10,137.33084106445312,17.930402755737305,4.23443078994751,4840.97607421875,350,0.34140172600746155,0.09762827306985855,0.3124552369117737,319.552001953125,37,0.03886640444397926,0.09018518030643463,0.0007030810811556876,0.026515675708651543,3.0315794944763184,32,2027.7718758284557,928.1268840627849,3981.91423789185,671393.3066206231,819.3859326475059,158166.20631461954,37,1967.3484845835703,1418.3723964835096,2502.190999234718,106356.12048639645,326.12286103000577,153453.18179751848,43,4196.213942307692,2131.787109375,6384.5947265625,1404894.6697860076,1185.2825274110842,327304.6875,184,21.93045035087045,7.036725596856638,47.700142294889474,76.64085368753177,8.754476208633603,11974.025891575266,31,0.09285481770833333,0.01806640625,0.2578125,0.003917060856126311,0.06258642709187281,7.24267578125,-300.83477783203125,97.3695297241211,-22.418701171875,60.72001266479492,-12.986043930053711,20.815378189086914,-19.426971435546875,-5.174931049346924,-17.469314575195312,-9.18284797668457,-17.453956604003906,-10.571574211120605,0.021004151552915573,-11.490666389465332,-7.552956581115723,-4.836889266967773,-6.994789123535156,0.7032609581947327,-12.82947826385498,-2.7695295810699463
eNTERFACE05_Dataset\subject_1_m\fear\sentence,4\s1_fe_4,1,m,fear,2,574,5.316131591796875,3.8298472726516763e-10,2169.890625,3429.19091796875,58.559295654296875,62113.68359375,395,0.2906568646430969,0.09855236113071442,0.3139305114746094,320.88519287109375,43,0.12056665122509003,0.29607999324798584,0.008442283608019352,0.0918819010257721,11.092131614685059,56,1509.8631382792746,927.3854536515436,1984.9283712418803,64406.04801439318,253.78346678693075,138907.40872169327,44,1638.6377294879055,1178.0887724066977,2207.278960225722,60975.132611650086,246.9314330166374,150754.6711128873,58,3176.8496306046195,1259.6923828125,4801.904296875,625562.7376796055,790.9252415238784,292270.166015625,222,23.256198808287692,8.440038246734817,50.92344780478719,82.67159064337122,9.092391909908592,14976.992032537273,48,0.06397545855978261,0.03173828125,0.10986328125,0.0002802246459715758,0.016739911767138314,5.8857421875,-219.77169799804688,122.26824951171875,-36.63673782348633,25.414295196533203,-20.893239974975586,1.1691051721572876,-20.812541961669922,-21.493114471435547,-21.174041748046875,-7.2798752784729,-18.13524055480957,-4.415099620819092,-0.5647891163825989,-16.244482040405273,1.4243065118789673,-4.692015171051025,-2.650993585586548,3.8479912281036377,-11.177191734313965,1.8597707748413086
eNTERFACE05_Dataset\subject_1_m\fear\sentence,5\s1_fe_5,1,m,fear,2,921,1.8582782745361328,2.712303992513654e-10,1586.4578857421875,653.9092407226562,25.5716495513916,34220.1953125,748,0.3674444556236267,0.10281296819448471,0.3206446170806885,639.3533325195312,72,0.066288523375988,0.2594948410987854,0.0036467856261879206,0.06038862094283104,9.611835479736328,57,1682.3081609204517,852.7632470850111,2900.249675944736,322803.48252393963,568.1579732116232,243934.68333346548,62,1819.73858338709,1162.3421856712198,2508.9531916403503,188682.48073484417,434.3759670318377,263862.09459112806,62,3654.5558324353447,1668.8232421875,5824.7314453125,2017639.0016843246,1420.436201201703,529910.595703125,358,22.368840749923823,9.298417699433125,46.85523111385898,72.10564617269591,8.491504352745508,22704.373361172682,47,0.07753569504310345,0.0283203125,0.19287109375,0.0020292081390634866,0.04504673283450739,11.24267578125,-284.7121276855469,107.70250701904297,-20.013015747070312,30.531862258911133,-2.5136353969573975,8.822632789611816,-16.100370407104492,-14.1561861038208,-14.688833236694336,-6.566102981567383,-12.863019943237305,-12.689712524414062,0.1166139766573906,-8.657003402709961,-5.480961322784424,-6.521663665771484,-4.182738304138184,1.791680932044983,-9.85692024230957,-2.7058181762695312
eNTERFACE05_Dataset\subject_1_m\happiness\sentence,1\s1_ha_1,1,m,happiness,3,1172,2.683411121368408,4.710449252876003e-10,423.9345703125,302.11322021484375,17.381404876708984,37146.4609375,526,0.3543926179409027,0.09520642459392548,0.30855539441108704,463.5455322265625,57,0.09537334740161896,0.23718129098415375,0.00429853331297636,0.06556320190429688,10.395694732666016,40,1901.7555621271242,890.1871497011833,4083.6382825029577,436194.07337632164,660.4499022456749,207291.35627185655,65,1839.6033560400706,985.9678335042615,2844.7770249222935,136892.5451548279,369.9899257477532,200516.7658083677,57,3755.469645928899,1291.9921875,6718.359375,1730180.3088945711,1315.3631851677205,409346.19140625,261,22.32253900588016,6.2772604717893286,52.38173911021855,88.45084145499808,9.40483075100228,17032.09726148656,41,0.10333643922018348,0.01220703125,0.3203125,0.003359320669219948,0.05795964690385844,11.263671875,-192.72586059570312,115.91304016113281,-35.477867126464844,25.909528732299805,-26.395708084106445,20.750818252563477,-34.89467239379883,-7.865471363067627,-20.03604507446289,-6.180199146270752,-4.124741554260254,-6.785914897918701,-9.03798770904541,-8.693434715270996,-4.472873687744141,-9.598189353942871,-10.337130546569824,-3.3485705852508545,-13.000784873962402,-1.9511793851852417
eNTERFACE05_Dataset\subject_1_m\happiness\sentence,2\s1_ha_2,1,m,happiness,3,1219,4.446497917175293,4.1302253284136725e-10,1333.7017822265625,1068.15087890625,32.682579040527344,61552.87109375,449,0.30818578600883484,0.09641461074352264,0.31050702929496765,403.10699462890625,60,0.12802034616470337,0.23805344104766846,0.004057969432324171,0.06370219588279724,13.954217910766602,42,1929.9412586321491,937.9481510650173,4399.042214384346,511207.65572071815,714.9878710304939,210363.59719090426,44,1860.557691068389,1192.1896598182364,2813.4236777264714,178894.35331075665,422.95904448392713,202800.7883264544,47,3837.0587550172017,1582.6904296875,6933.69140625,2257988.1221625395,1502.6603482366,418239.404296875,248,23.36174261184234,7.207587767502822,52.74754184275766,75.58930224329201,8.69421084649389,17825.009612835707,44,0.10339915424311927,0.0185546875,0.33203125,0.0035304493820232812,0.0594175847878663,11.2705078125,-163.76400756835938,109.35942077636719,-41.02696228027344,23.114887237548828,-22.842628479003906,15.379274368286133,-43.66084289550781,-10.481856346130371,-20.92607307434082,-12.316651344299316,-12.294684410095215,-13.469681739807129,-9.781586647033691,-7.706803321838379,-4.034814834594727,-7.1882524490356445,-10.707939147949219,-2.18251895904541,-11.2828369140625,-7.413475036621094
eNTERFACE05_Dataset\subject_1_m\happiness\sentence,3\s1_ha_3,1,m,happiness,3,961,3.122671127319336,4.668166408983154e-10,1420.680419921875,909.5082397460938,30.15805435180664,40451.08203125,553,0.44153979420661926,0.09354730695486069,0.30585503578186035,540.4447021484375,43,0.08775333315134048,0.25236985087394714,0.006025107577443123,0.07762156426906586,8.95083999633789,48,1927.1090719293488,786.6692512884242,4911.338898185211,764437.0246992593,874.3208934363054,196565.12533679357,51,1973.370481099454,1096.6877183425786,2907.2339068367164,229166.56466929772,478.7134473453798,201283.7890721443,53,3941.103946461397,753.662109375,7159.7900390625,3576792.1299448693,1891.2408968571056,401992.6025390625,230,21.383151668890367,6.605101555314162,51.15279135217402,82.93192265235191,9.106696582864277,15267.570291587721,45,0.10515759037990197,0.0400390625,0.4208984375,0.005222408393858397,0.07226623273603237,10.72607421875,-230.8238525390625,111.65470886230469,-8.581504821777344,21.739755630493164,-21.495729446411133,15.743478775024414,-29.15323257446289,-4.408672332763672,-20.8068790435791,-13.722736358642578,-7.891321659088135,-14.25858211517334,-0.3043923079967499,-9.400504112243652,-8.079445838928223,-1.7126152515411377,-13.068098068237305,-5.55659818649292,-4.721796989440918,-0.515402615070343
eNTERFACE05_Dataset\subject_1_m\happiness\sentence,4\s1_ha_4,1,m,happiness,3,529,4.52131462097168,4.3021086693073585e-10,2052.19580078125,3371.404296875,58.06379318237305,43065.51953125,392,0.4037618041038513,0.09175645560026169,0.30291327834129333,363.3856201171875,30,0.10551376640796661,0.3457165062427521,0.009068869054317474,0.09523060917854309,7.913532257080078,28,1964.6768157523838,1045.1249638495813,4357.567061606949,488417.7908118548,698.8689367913378,147350.7611814288,30,1884.0107395609903,1268.489196915159,2813.2853711690414,191504.39980022065,437.6121568240771,141300.80546707427,29,3921.1962890625,1873.388671875,7030.5908203125,2340551.850128174,1529.8862213014972,294089.7216796875,171,21.077005229148195,6.712053087025675,50.819673888367966,88.08666991083018,9.38544990455067,11065.427745302803,28,0.1096484375,0.03857421875,0.30712890625,0.0028550163269042968,0.053432352810860735,8.2236328125,-207.91925048828125,104.69839477539062,-38.16445541381836,17.980207443237305,-18.80893325805664,15.248929023742676,-30.375715255737305,-12.794291496276855,-18.274303436279297,-9.583191871643066,-7.081599712371826,-9.873603820800781,-1.5873737335205078,-9.731718063354492,-7.618293285369873,-3.453359365463257,-8.370606422424316,-5.437886714935303,-8.368412017822266,-5.358155727386475
eNTERFACE05_Dataset\subject_1_m\happiness\sentence,5\s1_ha_5,1,m,happiness,3,602,3.2080302238464355,6.328944035516315e-10,1694.713623046875,1326.6087646484375,36.42264175415039,31778.748046875,371,0.358310341835022,0.08928897231817245,0.298812597990036,335.37847900390625,36,0.09250238537788391,0.2727736234664917,0.006237473338842392,0.07897767424583435,7.21518611907959,30,2218.353063616587,1274.1916233729876,4623.912825814434,703565.1892036201,838.7879286229744,173031.5389620938,31,2028.02683830189,1426.8189435411366,2881.9647044264466,205218.29668030175,453.0102611203214,158186.09338754741,32,4487.326284555288,1991.8212890625,7202.8564453125,2149732.9315922316,1466.1967574620508,350011.4501953125,178,21.101028602600625,5.563522976012855,44.96603636585773,74.80766792591288,8.649142612184914,11521.161617019941,31,0.12695938501602563,0.048828125,0.3837890625,0.004781628227171186,0.06914931834205733,9.90283203125,-209.25924682617188,95.72077178955078,-31.31682586669922,16.403749465942383,-22.168062210083008,20.023361206054688,-30.3421573638916,-15.815681457519531,-18.807065963745117,-7.966113567352295,-10.19315242767334,-7.888760089874268,-2.701317310333252,-8.136069297790527,-3.169523000717163,-2.191598892211914,-11.560524940490723,1.8598047494888306,-9.105256080627441,-5.0873332023620605
eNTERFACE05_Dataset\subject_1_m\sadness\sentence,1\s1_sa_1,1,m,sadness,4,540,0.9186925888061523,3.817209048850856e-10,555.897705078125,110.7162094116211,10.522176742553711,8750.546875,350,0.364400714635849,0.09472496807575226,0.30777421593666077,327.96063232421875,33,0.049955815076828,0.16662535071372986,0.001583769335411489,0.03979659825563431,3.7466862201690674,24,1799.8232289297584,930.2679131546096,4867.183463038494,894563.5692261212,945.8137074636428,134986.74216973188,32,1853.9412319401943,1188.1472426834043,2825.206784662993,190561.78349188014,436.53382857675547,139045.59239551457,29,3537.474609375,1528.857421875,6815.2587890625,2988540.6752815247,1728.73962044072,265310.595703125,187,22.76948707864024,8.663401170963805,46.54396131415287,67.53567305961444,8.218009069088112,11953.980716286125,20,0.09239583333333333,0.02001953125,0.43603515625,0.007650347222222219,0.0874662633374847,6.9296875,-277.6448669433594,118.11853790283203,-17.106040954589844,26.739330291748047,-11.010489463806152,25.99633026123047,-22.44740867614746,-17.065616607666016,-12.24420166015625,-3.4127113819122314,-7.900488376617432,-9.311310768127441,-0.35920220613479614,-8.083612442016602,-4.957719326019287,0.9007247090339661,-5.453688144683838,0.15462997555732727,-7.921688556671143,-0.8390069603919983
eNTERFACE05_Dataset\subject_1_m\sadness\sentence,2\s1_sa_2,1,m,sadness,4,893,0.7455893754959106,4.0955611124715574e-10,909.7134399414062,121.12549591064453,11.00570297241211,14582.2373046875,767,0.4086539149284363,0.09500879794359207,0.30823495984077454,755.1924438476562,64,0.04152025654911995,0.19017952680587769,0.0014929786557331681,0.03863908350467682,6.394119739532471,74,2020.8687769517842,672.4480119002435,4522.91260427422,937818.6473609039,968.410371361699,311213.79165057477,80,1983.7031940068678,959.3631218719828,2836.148046966735,222505.84132379593,471.70524835303235,305490.29187705764,79,4139.688387784091,958.2275390625,6696.826171875,3116555.949695839,1765.3769993108665,637512.01171875,362,21.817363851202217,6.654403340674289,46.41522923818171,77.34386309722488,8.79453597964241,23519.11823159599,65,0.11006303267045454,0.01904296875,0.38232421875,0.006915958248597813,0.0831622405217525,16.94970703125,-304.89715576171875,100.31244659423828,-6.6079511642456055,35.18217849731445,-9.949909210205078,18.973384857177734,-16.672592163085938,-6.400753021240234,-12.713934898376465,-11.020565032958984,-10.286947250366211,-13.713854789733887,-1.2892422676086426,-6.3654985427856445,-4.534518718719482,-0.0028641936369240284,-5.723320484161377,-3.0971016883850098,-8.201292037963867,-0.5135272145271301
eNTERFACE05_Dataset\subject_1_m\sadness\sentence,3\s1_sa_3,1,m,sadness,4,1198,0.8182222247123718,3.91391502541083e-10,620.7361450195312,100.30523681640625,10.015250205993652,16730.189453125,813,0.41155919432640076,0.08764553815126419,0.29604989290237427,795.1323852539062,73,0.04314640164375305,0.161972314119339,0.0016998491482809186,0.04122922569513321,6.94657039642334,74,1921.5913347600986,955.6348123980715,4162.89160619053,446972.06357812596,668.5596933543975,309376.2048963759,89,1998.0825350589664,1182.394821146701,2861.3271230682317,206851.24219911607,454.80901727990846,321691.2881444936,94,4178.110139266304,1625.7568359375,6675.29296875,2517705.076919386,1586.7277891684466,672675.732421875,389,21.468734853189076,6.472992796439454,45.52318440525763,73.77941063193191,8.589494201169932,24195.26417954409,60,0.10391292216614907,0.0361328125,0.322265625,0.0027254122531752975,0.05220548106449453,16.72998046875,-294.21868896484375,112.6639404296875,-13.938302040100098,22.092391967773438,-16.77147102355957,22.011152267456055,-22.567476272583008,-14.672757148742676,-11.387404441833496,-5.8717169761657715,-3.576528549194336,-6.946183681488037,-0.4118206799030304,-4.8765950202941895,-3.75140643119812,-3.5599145889282227,-7.282013416290283,-0.3938029110431671,-10.061341285705566,-1.3536888360977173
eNTERFACE05_Dataset\subject_1_m\sadness\sentence,4\s1_sa_4,1,m,sadness,4,798,0.8938246965408325,3.6541800141343117e-10,725.0762329101562,90.06952667236328,9.490496635437012,11578.60546875,501,0.39519020915031433,0.08872321248054504,0.2978644073009491,483.71282958984375,42,0.04145984724164009,0.16083964705467224,0.0022591985762119293,0.04753102734684944,4.2289042472839355,55,1835.7243524277728,937.6303492344517,3686.742455844825,395252.2312178631,628.6908868576537,187243.88394763283,57,1965.748456948581,1046.4466743789142,2574.0291739686336,221203.90578034372,470.32319290073684,200506.34260875525,56,4037.8978056066176,1173.5595703125,6395.361328125,3030861.540911108,1740.9369721248117,411865.576171875,228,20.452500058887562,7.909842572560732,43.458223203404486,65.68459916327232,8.104603578415931,14603.08504204572,51,0.10136144301470588,0.0380859375,0.25244140625,0.0024104088097982616,0.049095914390082006,10.3388671875,-323.62353515625,114.3902359008789,-10.045024871826172,13.261455535888672,-16.142799377441406,14.685232162475586,-13.943163871765137,-9.031524658203125,-11.835670471191406,-9.31351089477539,-3.9325902462005615,-6.330618381500244,5.408866882324219,-3.830423355102539,-6.326854228973389,0.6326484084129333,-6.100122928619385,0.5439327955245972,-6.412142276763916,0.045945677906274796
eNTERFACE05_Dataset\subject_1_m\sadness\sentence,5\s1_sa_5,1,m,sadness,4,812,0.924053430557251,2.8255323081260997e-10,283.4320068359375,64.53516387939453,8.033377647399902,12439.607421875,575,0.449445515871048,0.08879004418849945,0.2979765832424164,571.6947021484375,40,0.04167153313755989,0.13769908249378204,0.0022831237874925137,0.0477820448577404,4.417182445526123,71,2014.877994653416,1103.1119525505699,3666.1135897392383,336058.4249480776,579.7054639625865,213577.0674332621,66,2008.3747084363827,1130.6202820596307,2598.2731521070255,189322.18859752407,435.1116966912336,212887.71909425655,72,4401.203889666863,1647.2900390625,5813.96484375,2152954.8977496848,1467.295095660612,466527.6123046875,258,20.809131856470195,7.390772574439378,44.39635951712323,76.21330401415152,8.730023139382364,15440.375837500884,53,0.11255804097877359,0.03955078125,0.3125,0.002822953490185627,0.053131473630849226,11.93115234375,-311.99322509765625,107.91948699951172,-20.48759651184082,27.985122680664062,-18.996780395507812,17.86629867553711,-18.888124465942383,-6.773155212402344,-8.217405319213867,-5.790462493896484,-5.329727649688721,-6.6726202964782715,3.5626943111419678,-5.181699752807617,-8.329166412353516,-1.5830190181732178,-4.861982345581055,0.6436980366706848,-6.937557697296143,1.5991575717926025
